epoch	loss	tversky_loss	dice_soft	dice_crossentropy	val_loss	val_tversky_loss	val_dice_soft	val_dice_crossentropy	lr
1	2.7302491664886475	2.174099922180176	0.46012088656425476	1.0899007320404053	11.354248046875	3.0908823013305664	0.20650151371955872	9.538126945495605	0.001
2	2.1568143367767334	1.8002992868423462	0.5496715307235718	0.8049337267875671	3.4418747425079346	2.517000198364258	0.3566477298736572	1.665740728378296	0.001
3	1.9836138486862183	1.6278293132781982	0.5996341705322266	0.7530956268310547	2.8656063079833984	2.068758010864258	0.4613485038280487	1.5841410160064697	0.001
4	1.7263002395629883	1.354886531829834	0.6754471063613892	0.678806722164154	2.1893248558044434	1.2968882322311401	0.7034437656402588	1.0493043661117554	0.001
5	1.442092776298523	1.1539331674575806	0.7145886421203613	0.5741653442382812	2.0773046016693115	1.4366941452026367	0.610683262348175	1.138195514678955	0.001
6	1.3541455268859863	1.092983365058899	0.719356894493103	0.556178092956543	2.371976375579834	1.5172772407531738	0.6206806898117065	1.234018325805664	0.001
7	1.294196605682373	1.025038719177246	0.7506653666496277	0.5173647999763489	1.4988077878952026	1.3168236017227173	0.7062362432479858	0.4526309669017792	0.001
8	1.1651477813720703	0.9333745837211609	0.7687054872512817	0.4679729640483856	1.6227847337722778	1.2284027338027954	0.6503539681434631	0.8251593112945557	0.001
9	1.005153775215149	0.8173421621322632	0.7995095252990723	0.39015883207321167	0.7182392477989197	0.6158133149147034	0.8162320852279663	0.313991904258728	0.001
10	1.047088384628296	0.8494977951049805	0.7914230227470398	0.39692071080207825	2.872223138809204	1.9040578603744507	0.5427350997924805	1.5878150463104248	0.001
11	0.9956738352775574	0.8110317587852478	0.7943182587623596	0.3965719938278198	0.7604835033416748	0.6584818959236145	0.8290615081787109	0.2714303135871887	0.001
12	0.8972941637039185	0.738131046295166	0.8198843598365784	0.33852654695510864	1.1319644451141357	0.9088172912597656	0.8113596439361572	0.3655131459236145	0.001
13	0.9135603308677673	0.7457549571990967	0.8129803538322449	0.3588367700576782	0.8002055287361145	0.6874859929084778	0.8012725114822388	0.30139151215553284	0.001
14	0.8192437887191772	0.6791636943817139	0.8305027484893799	0.308047890663147	0.7453304529190063	0.6226943135261536	0.844326376914978	0.27830973267555237	0.001
15	0.8095959424972534	0.6734609007835388	0.838782548904419	0.2980666160583496	0.718333899974823	0.6691008806228638	0.8327246904373169	0.21650832891464233	0.001
16	0.766556441783905	0.6349450349807739	0.8361234068870544	0.30029410123825073	1.1079845428466797	0.8379395604133606	0.8294270038604736	0.38175511360168457	0.001
17	0.8144297003746033	0.6687451004981995	0.8349080681800842	0.3088485598564148	0.6768023371696472	0.526680052280426	0.8795487880706787	0.2378596067428589	0.001
18	0.7867112755775452	0.6554936170578003	0.8383028507232666	0.2928527593612671	0.8181688785552979	0.5977041125297546	0.8341172933578491	0.4708605408668518	0.001
19	0.7571113705635071	0.6316012740135193	0.8429569005966187	0.28033721446990967	1.1488325595855713	0.943231999874115	0.7763805389404297	0.4614012837409973	0.001
20	0.7534494400024414	0.6219991445541382	0.8491852879524231	0.2797921895980835	0.8263773918151855	0.7020217776298523	0.8123757839202881	0.3461672067642212	0.001
21	0.6959476470947266	0.5858482718467712	0.8529911637306213	0.25795385241508484	1.652713418006897	1.1666560173034668	0.7136991024017334	0.6643357276916504	0.001
22	0.6868252754211426	0.573981761932373	0.8573529124259949	0.2539963722229004	0.8593917489051819	0.7128716111183167	0.8523701429367065	0.26409170031547546	0.001
23	0.6560178995132446	0.5562982559204102	0.860450029373169	0.23869015276432037	0.5331147909164429	0.45999646186828613	0.902579665184021	0.15789152681827545	0.001
24	0.6506974101066589	0.5465456247329712	0.8703794479370117	0.23238804936408997	0.6040529012680054	0.4886256754398346	0.874247133731842	0.22701172530651093	0.001
25	0.6303514838218689	0.5294177532196045	0.8674474954605103	0.22969026863574982	1.2791906595230103	0.9345170855522156	0.800804853439331	0.4715234041213989	0.001
26	0.6250304579734802	0.5232421159744263	0.8756175637245178	0.22060415148735046	0.5041012167930603	0.39477381110191345	0.8926043510437012	0.25362688302993774	0.001
27	0.6273932456970215	0.5267586708068848	0.8747129440307617	0.2213239222764969	0.8354349732398987	0.6741717457771301	0.81829833984375	0.39447712898254395	0.001
28	0.679970383644104	0.5712270736694336	0.8552870750427246	0.2572404742240906	0.47675833106040955	0.41161584854125977	0.9096568822860718	0.1467597633600235	0.001
29	0.6225370764732361	0.5242182612419128	0.8747679591178894	0.2196771204471588	0.6237664222717285	0.48530682921409607	0.8976937532424927	0.21195098757743835	0.001
30	0.6462264060974121	0.5415423512458801	0.8659515380859375	0.24292553961277008	0.491451621055603	0.4278205931186676	0.8907777667045593	0.17541760206222534	0.001
