epoch	loss	tversky_loss	dice_soft	dice_crossentropy	val_loss	val_tversky_loss	val_dice_soft	val_dice_crossentropy	lr
1	2.8080036640167236	2.252490997314453	0.44090646505355835	1.103104829788208	4.594872951507568	3.1318228244781494	0.21517261862754822	2.300464630126953	0.001
2	2.2368528842926025	1.860985517501831	0.5379723310470581	0.839564323425293	4.598850727081299	3.1164560317993164	0.2216363251209259	2.2345685958862305	0.001
3	2.1585693359375	1.795230507850647	0.5523674488067627	0.8133420348167419	2.550398349761963	1.907089352607727	0.5308462977409363	1.1179275512695312	0.001
4	2.0659093856811523	1.7501251697540283	0.5674651861190796	0.7484326362609863	1.857124924659729	1.7155078649520874	0.5683714151382446	0.5737216472625732	0.001
5	2.005925178527832	1.6946742534637451	0.579681932926178	0.729731023311615	1.7517341375350952	1.5125125646591187	0.6188678741455078	0.6225423812866211	0.001
6	2.0103800296783447	1.6638705730438232	0.580308198928833	0.7689120769500732	2.363865852355957	1.7335457801818848	0.5666135549545288	1.063706636428833	0.001
7	1.8775725364685059	1.5563209056854248	0.6078259944915771	0.7182712554931641	2.4653749465942383	1.7674592733383179	0.5581352710723877	1.1397802829742432	0.001
8	1.8597882986068726	1.5329095125198364	0.6226552128791809	0.6998346447944641	2.5892953872680664	1.7915912866592407	0.5326704978942871	1.2288379669189453	0.001
9	1.6690083742141724	1.3630033731460571	0.6667606234550476	0.6407737135887146	1.539490818977356	1.2502743005752563	0.6858853101730347	0.5928133130073547	0.001
10	1.6007719039916992	1.2950694561004639	0.6749770641326904	0.6430423259735107	10.356112480163574	3.1511847972869873	0.1961084008216858	8.439804077148438	0.001
11	1.49149489402771	1.1984833478927612	0.7115782499313354	0.5682476758956909	0.691705048084259	0.596297562122345	0.8317313194274902	0.27612608671188354	0.001
12	1.1531779766082764	0.9323697090148926	0.7782694101333618	0.43469229340553284	1.2771333456039429	0.9952768683433533	0.7163290977478027	0.6059303283691406	0.001
13	1.0856847763061523	0.871658205986023	0.7841337323188782	0.4283052086830139	1.0382941961288452	0.8575612902641296	0.8024422526359558	0.38248950242996216	0.001
14	0.9981867074966431	0.8170540928840637	0.7944945096969604	0.3940724730491638	0.5599541068077087	0.515739917755127	0.8773055076599121	0.16839319467544556	0.001
15	0.9635555744171143	0.783896803855896	0.7981089353561401	0.3904798626899719	0.56032794713974	0.5094785094261169	0.8800638318061829	0.1703965961933136	0.001
16	0.8527156710624695	0.7023468017578125	0.8195633888244629	0.3309347331523895	0.6673383116722107	0.59324711561203	0.8608905076980591	0.2229277491569519	0.001
17	0.9567064642906189	0.7747402787208557	0.8083234429359436	0.37400883436203003	0.8111064434051514	0.6084283590316772	0.8478929400444031	0.35478508472442627	0.001
18	0.8419139385223389	0.7004342675209045	0.8243811130523682	0.31758198142051697	1.1744214296340942	0.9254932999610901	0.7686266899108887	0.48030146956443787	0.001
19	0.7730708122253418	0.6402884721755981	0.8441097736358643	0.2887013852596283	10.504417419433594	3.1616508960723877	0.20958727598190308	8.133179664611816	0.001
20	0.7390484809875488	0.6181726455688477	0.8493598699569702	0.26723146438598633	0.4271475672721863	0.3835933208465576	0.9041016101837158	0.13945263624191284	0.001
21	0.7453287839889526	0.6144121885299683	0.8506911396980286	0.2815116345882416	0.4443628787994385	0.41012611985206604	0.8980501890182495	0.13832896947860718	0.001
22	0.694494903087616	0.5785443782806396	0.8590196967124939	0.25896576046943665	0.44656625390052795	0.4042065143585205	0.8920758366584778	0.15600886940956116	0.001
23	0.7331399917602539	0.6078227162361145	0.8464409112930298	0.26945117115974426	0.5667664408683777	0.48777925968170166	0.878055214881897	0.20093201100826263	0.001
24	0.75257807970047	0.6194530725479126	0.844369649887085	0.2871665060520172	1.0899449586868286	0.7998621463775635	0.8000344634056091	0.490048348903656	0.001
25	0.6944543123245239	0.5786887407302856	0.8559338450431824	0.2627244293689728	0.4707008898258209	0.40562501549720764	0.8981702327728271	0.17689114809036255	0.001
26	0.6689838171005249	0.5571669340133667	0.8618392944335938	0.24549512565135956	0.8605456352233887	0.7467871308326721	0.8314312696456909	0.2661585807800293	0.001
27	0.7649118304252625	0.6331523656845093	0.8437317609786987	0.29133331775665283	0.48280301690101624	0.3955017030239105	0.9077697992324829	0.17409545183181763	0.001
28	0.6215747594833374	0.5234167575836182	0.875060498714447	0.22192995250225067	0.5429595112800598	0.4533129632472992	0.8943346738815308	0.1812554895877838	0.001
29	0.6429066061973572	0.5426056385040283	0.8693380951881409	0.23035912215709686	0.4796338975429535	0.4016481339931488	0.9002490043640137	0.16848713159561157	0.001
30	0.6268349885940552	0.5204689502716064	0.8718339800834656	0.22813263535499573	0.38969287276268005	0.33204856514930725	0.9166290760040283	0.13734571635723114	0.001
31	0.6610702872276306	0.5507727265357971	0.8672651052474976	0.23903174698352814	0.3746660649776459	0.340416818857193	0.9147064685821533	0.1188499927520752	0.001
32	0.6648987531661987	0.5546607971191406	0.8630939722061157	0.2506404221057892	1.691097378730774	1.1917985677719116	0.6605631113052368	0.9163395166397095	0.001
33	0.6621233820915222	0.5454384088516235	0.8623777031898499	0.2559736371040344	0.45886358618736267	0.40181541442871094	0.9003729820251465	0.1533975601196289	0.001
34	0.622007429599762	0.5213494300842285	0.8702834248542786	0.2346482276916504	0.3762397766113281	0.33695846796035767	0.9157603979110718	0.12352094054222107	0.001
35	0.5767481327056885	0.48858779668807983	0.8725242018699646	0.22018475830554962	0.4979759752750397	0.45104002952575684	0.8719854950904846	0.1773841381072998	0.001
36	0.6112499833106995	0.5181423425674438	0.8736822605133057	0.22115735709667206	0.6520273089408875	0.5500548481941223	0.8697069883346558	0.2202281951904297	0.001
37	0.5675334930419922	0.4798075556755066	0.8849780559539795	0.19977940618991852	0.37517690658569336	0.33645763993263245	0.9160119891166687	0.12725453078746796	0.001
38	0.5846497416496277	0.4951956868171692	0.8775994777679443	0.21391253173351288	0.3151199519634247	0.2723464071750641	0.933663010597229	0.10499277710914612	0.001
39	0.5482203364372253	0.46504881978034973	0.8772820234298706	0.21183215081691742	0.34629130363464355	0.3119310438632965	0.9267553687095642	0.10583749413490295	0.001
40	0.5794229507446289	0.49176380038261414	0.8769620656967163	0.2083180844783783	0.4567010998725891	0.4198669195175171	0.8950333595275879	0.14180082082748413	0.001
41	0.6422834396362305	0.5342369079589844	0.8635634183883667	0.24536143243312836	0.6085584163665771	0.5501049160957336	0.8624737858772278	0.19597971439361572	0.001
42	0.5972323417663574	0.5021530985832214	0.8742170929908752	0.223371684551239	0.4025128483772278	0.36050260066986084	0.909874439239502	0.13213582336902618	0.001
43	0.5384591221809387	0.45459285378456116	0.8860347270965576	0.19725441932678223	0.36430129408836365	0.317396879196167	0.9206507802009583	0.1262536197900772	0.001
44	0.5607503652572632	0.4706752598285675	0.886854350566864	0.2001112699508667	0.3137780725955963	0.28486284613609314	0.9336824417114258	0.09387873858213425	0.001
45	0.5356935858726501	0.45194342732429504	0.8893212676048279	0.1940404772758484	0.3934377431869507	0.33309662342071533	0.9167258739471436	0.14361527562141418	0.001
46	0.6296706199645996	0.5171201825141907	0.8743808269500732	0.2359035462141037	0.3638870418071747	0.3238046169281006	0.9221031069755554	0.11521655321121216	0.001
