epoch	loss	tversky_loss	dice_soft	dice_crossentropy	val_loss	val_tversky_loss	val_dice_soft	val_dice_crossentropy	lr
1	2.69743275642395	2.147423505783081	0.4649443030357361	1.071231722831726	4.385712146759033	3.09420108795166	0.22929880023002625	1.9930462837219238	0.001
2	2.0785763263702393	1.746405839920044	0.5635820627212524	0.7688012719154358	4.316264629364014	3.0343456268310547	0.25004976987838745	1.9296718835830688	0.001
3	1.997110366821289	1.6707123517990112	0.5865030288696289	0.740038275718689	2.770932197570801	2.144892454147339	0.4507141709327698	1.19461989402771	0.001
4	1.8582855463027954	1.546590805053711	0.6155452728271484	0.6924384832382202	2.6836941242218018	2.11492657661438	0.48031485080718994	1.1050114631652832	0.001
5	1.8249671459197998	1.4978864192962646	0.6348496675491333	0.6837179064750671	4.0615081787109375	2.3975749015808105	0.40060633420944214	2.263327121734619	0.001
6	1.6811668872833252	1.3376528024673462	0.6686933636665344	0.669048547744751	6.427606105804443	2.32817006111145	0.3842574954032898	5.3420538902282715	0.001
7	1.5384366512298584	1.2392406463623047	0.6937913298606873	0.6026439666748047	2.9907400608062744	1.709088683128357	0.5454427003860474	2.057577610015869	0.001
8	1.4678133726119995	1.1655775308609009	0.7127286791801453	0.5833612680435181	2.707616090774536	1.8874324560165405	0.5196283459663391	1.2045296430587769	0.001
9	1.3551411628723145	1.0821521282196045	0.7317978143692017	0.540950357913971	2.555487632751465	2.1624395847320557	0.4593901038169861	0.9336580038070679	0.001
10	1.0628210306167603	0.8450300693511963	0.7964344024658203	0.409798264503479	2.3194198608398438	1.8184258937835693	0.5453935265541077	0.955600380897522	0.001
11	0.8655070662498474	0.6913996934890747	0.8347582221031189	0.32984045147895813	3.1405341625213623	2.14680552482605	0.48189032077789307	1.3258056640625	0.001
12	0.8702232837677002	0.6998911499977112	0.8276754021644592	0.33689582347869873	2.4204394817352295	1.8799405097961426	0.5068998336791992	0.954285204410553	0.001
13	0.7981098294258118	0.6435933113098145	0.8452855348587036	0.30624741315841675	1.4301506280899048	1.2017401456832886	0.6513954401016235	0.5964152812957764	0.001
14	0.714955747127533	0.5864141583442688	0.8574492335319519	0.27093684673309326	1.7310295104980469	1.4280095100402832	0.6827736496925354	0.5858830809593201	0.001
15	0.6795127987861633	0.552404522895813	0.8656885623931885	0.26133736968040466	2.1802172660827637	1.5374493598937988	0.6156376600265503	1.0271302461624146	0.001
16	0.7227538228034973	0.5820362567901611	0.8559877276420593	0.2841617166996002	1.7032712697982788	1.3047614097595215	0.6443465948104858	0.7787196636199951	0.001
