epoch	loss	tversky_loss	dice_soft	dice_crossentropy	val_loss	val_tversky_loss	val_dice_soft	val_dice_crossentropy	lr
1	2.814671277999878	2.2548837661743164	0.4379309117794037	1.106203317642212	4.830123424530029	3.1377346515655518	0.21215273439884186	2.6216068267822266	0.001
2	2.3096606731414795	1.904427409172058	0.526989758014679	0.8647928833961487	4.840616703033447	3.1346304416656494	0.21440310776233673	2.6099295616149902	0.001
3	2.1609504222869873	1.824028730392456	0.5481463074684143	0.7883167862892151	2.3340721130371094	1.8951706886291504	0.5262073278427124	0.9126942157745361	0.001
4	2.0483880043029785	1.6940629482269287	0.5791048407554626	0.7637857794761658	3.331125259399414	1.8941291570663452	0.516890287399292	2.0428881645202637	0.001
5	1.9687654972076416	1.5602840185165405	0.6122992634773254	0.7859817743301392	2.114177942276001	1.579522728919983	0.6026468276977539	0.9236243963241577	0.001
6	1.4497241973876953	1.1613913774490356	0.7133792042732239	0.565907895565033	0.8229261040687561	0.7098483443260193	0.828221321105957	0.28818076848983765	0.001
7	1.3292609453201294	1.0607624053955078	0.7345739603042603	0.5347092747688293	0.9621345400810242	0.7962878346443176	0.811957597732544	0.32680776715278625	0.001
8	1.1024558544158936	0.8853510618209839	0.785899817943573	0.42352133989334106	0.5418655276298523	0.45971909165382385	0.8893921971321106	0.2036876231431961	0.001
9	1.0038444995880127	0.8166605234146118	0.7945299744606018	0.39397376775741577	0.9151408672332764	0.7573763728141785	0.8282377123832703	0.31462562084198	0.001
10	0.941275954246521	0.771455705165863	0.8177921772003174	0.3409217298030853	0.7472110390663147	0.626413106918335	0.8433966636657715	0.27740123867988586	0.001
11	0.9829927086830139	0.8044843077659607	0.8047775626182556	0.3725769519805908	0.6112568974494934	0.49120450019836426	0.8721666932106018	0.2446051836013794	0.001
12	0.9235824942588806	0.7613821625709534	0.8120498061180115	0.3508254885673523	0.786758542060852	0.6124590635299683	0.8468852043151855	0.32741427421569824	0.001
13	0.9529968500137329	0.7872896790504456	0.8112184405326843	0.34523433446884155	0.7621383666992188	0.6415565609931946	0.8396108150482178	0.2809709906578064	0.001
14	0.8521319031715393	0.7118790149688721	0.8242418766021729	0.31001269817352295	0.6560153365135193	0.5507938265800476	0.8623015880584717	0.2429199516773224	0.001
15	0.8134239912033081	0.679602861404419	0.8331409692764282	0.29353323578834534	0.5988025665283203	0.49556946754455566	0.8865208029747009	0.2221323549747467	0.001
16	0.8760117888450623	0.7299529910087585	0.8183330297470093	0.3326801061630249	1.430191159248352	1.0096582174301147	0.7568497657775879	0.6567457914352417	0.001
17	0.853858470916748	0.7132562398910522	0.8282150626182556	0.31020814180374146	0.6322987079620361	0.521996021270752	0.869500994682312	0.24080170691013336	0.001
